STATISTIC,STATISTIC Label,TLIST(M1),Month,C02068V02499,Type of Feedstuff,UNIT,VALUE
AJM08,Feed Stuff Price,202111,2021 November,1,Rolled barley,Euro per Tonne,287.0
AJM08,Feed Stuff Price,202111,2021 November,4,Soya bean meal,Euro per Tonne,469.0
AJM08,Feed Stuff Price,202111,2021 November,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202111,2021 November,6,Maize meal,Euro per Tonne,314.0
AJM08,Feed Stuff Price,202111,2021 November,7,Flaked maize,Euro per Tonne,411.0
AJM08,Feed Stuff Price,202111,2021 November,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202111,2021 November,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202111,2021 November,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202111,2021 November,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202111,2021 November,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,370.0
AJM08,Feed Stuff Price,202111,2021 November,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202111,2021 November,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202111,2021 November,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,333.0
AJM08,Feed Stuff Price,202111,2021 November,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,344.0
AJM08,Feed Stuff Price,202111,2021 November,18,Dairy meal (16-18% protein),Euro per Tonne,333.0
AJM08,Feed Stuff Price,202111,2021 November,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202111,2021 November,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202111,2021 November,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202111,2021 November,22,Layers' mash (14-16% protein),Euro per Tonne,415.0
AJM08,Feed Stuff Price,202111,2021 November,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202111,2021 November,24,Broiler finisher (19-21% protein),Euro per Tonne,421.0
AJM08,Feed Stuff Price,202111,2021 November,25,Milk replacer,Euro per Tonne,2376.0
AJM08,Feed Stuff Price,202111,2021 November,26,Wheat,Euro per Tonne,301.0
AJM08,Feed Stuff Price,202111,2021 November,27,Ewe feed coarse (16-20% protein),Euro per Tonne,336.0
AJM08,Feed Stuff Price,202111,2021 November,28,Ewe pellets/nuts (16-20%),Euro per Tonne,354.0
AJM08,Feed Stuff Price,202111,2021 November,29,Lamb feed (16-20% protein),Euro per Tonne,342.0
AJM08,Feed Stuff Price,202111,2021 November,30,Cattle fattening meal (13-15% protein),Euro per Tonne,330.0
AJM08,Feed Stuff Price,202112,2021 December,1,Rolled barley,Euro per Tonne,302.0
AJM08,Feed Stuff Price,202112,2021 December,4,Soya bean meal,Euro per Tonne,474.0
AJM08,Feed Stuff Price,202112,2021 December,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202112,2021 December,6,Maize meal,Euro per Tonne,323.0
AJM08,Feed Stuff Price,202112,2021 December,7,Flaked maize,Euro per Tonne,401.0
AJM08,Feed Stuff Price,202112,2021 December,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202112,2021 December,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202112,2021 December,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202112,2021 December,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202112,2021 December,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,374.0
AJM08,Feed Stuff Price,202112,2021 December,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202112,2021 December,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202112,2021 December,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,345.0
AJM08,Feed Stuff Price,202112,2021 December,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,350.0
AJM08,Feed Stuff Price,202112,2021 December,18,Dairy meal (16-18% protein),Euro per Tonne,341.0
AJM08,Feed Stuff Price,202112,2021 December,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202112,2021 December,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202112,2021 December,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202112,2021 December,22,Layers' mash (14-16% protein),Euro per Tonne,417.0
AJM08,Feed Stuff Price,202112,2021 December,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202112,2021 December,24,Broiler finisher (19-21% protein),Euro per Tonne,421.0
AJM08,Feed Stuff Price,202112,2021 December,25,Milk replacer,Euro per Tonne,2498.0
AJM08,Feed Stuff Price,202112,2021 December,26,Wheat,Euro per Tonne,313.0
AJM08,Feed Stuff Price,202112,2021 December,27,Ewe feed coarse (16-20% protein),Euro per Tonne,343.0
AJM08,Feed Stuff Price,202112,2021 December,28,Ewe pellets/nuts (16-20%),Euro per Tonne,361.0
AJM08,Feed Stuff Price,202112,2021 December,29,Lamb feed (16-20% protein),Euro per Tonne,350.0
AJM08,Feed Stuff Price,202112,2021 December,30,Cattle fattening meal (13-15% protein),Euro per Tonne,339.0
AJM08,Feed Stuff Price,202201,2022 January,1,Rolled barley,Euro per Tonne,309.0
AJM08,Feed Stuff Price,202201,2022 January,4,Soya bean meal,Euro per Tonne,505.0
AJM08,Feed Stuff Price,202201,2022 January,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202201,2022 January,6,Maize meal,Euro per Tonne,326.0
AJM08,Feed Stuff Price,202201,2022 January,7,Flaked maize,Euro per Tonne,421.0
AJM08,Feed Stuff Price,202201,2022 January,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202201,2022 January,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202201,2022 January,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202201,2022 January,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202201,2022 January,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,386.0
AJM08,Feed Stuff Price,202201,2022 January,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202201,2022 January,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202201,2022 January,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,356.0
AJM08,Feed Stuff Price,202201,2022 January,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,362.0
AJM08,Feed Stuff Price,202201,2022 January,18,Dairy meal (16-18% protein),Euro per Tonne,351.0
AJM08,Feed Stuff Price,202201,2022 January,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202201,2022 January,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202201,2022 January,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202201,2022 January,22,Layers' mash (14-16% protein),Euro per Tonne,427.0
AJM08,Feed Stuff Price,202201,2022 January,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202201,2022 January,24,Broiler finisher (19-21% protein),Euro per Tonne,437.0
AJM08,Feed Stuff Price,202201,2022 January,25,Milk replacer,Euro per Tonne,2587.0
AJM08,Feed Stuff Price,202201,2022 January,26,Wheat,Euro per Tonne,320.0
AJM08,Feed Stuff Price,202201,2022 January,27,Ewe feed coarse (16-20% protein),Euro per Tonne,357.0
AJM08,Feed Stuff Price,202201,2022 January,28,Ewe pellets/nuts (16-20%),Euro per Tonne,376.0
AJM08,Feed Stuff Price,202201,2022 January,29,Lamb feed (16-20% protein),Euro per Tonne,361.0
AJM08,Feed Stuff Price,202201,2022 January,30,Cattle fattening meal (13-15% protein),Euro per Tonne,351.0
AJM08,Feed Stuff Price,202202,2022 February,1,Rolled barley,Euro per Tonne,318.0
AJM08,Feed Stuff Price,202202,2022 February,4,Soya bean meal,Euro per Tonne,525.0
AJM08,Feed Stuff Price,202202,2022 February,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202202,2022 February,6,Maize meal,Euro per Tonne,331.0
AJM08,Feed Stuff Price,202202,2022 February,7,Flaked maize,Euro per Tonne,423.0
AJM08,Feed Stuff Price,202202,2022 February,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202202,2022 February,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202202,2022 February,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202202,2022 February,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202202,2022 February,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,395.0
AJM08,Feed Stuff Price,202202,2022 February,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202202,2022 February,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202202,2022 February,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,363.0
AJM08,Feed Stuff Price,202202,2022 February,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,374.0
AJM08,Feed Stuff Price,202202,2022 February,18,Dairy meal (16-18% protein),Euro per Tonne,363.0
AJM08,Feed Stuff Price,202202,2022 February,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202202,2022 February,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202202,2022 February,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202202,2022 February,22,Layers' mash (14-16% protein),Euro per Tonne,437.0
AJM08,Feed Stuff Price,202202,2022 February,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202202,2022 February,24,Broiler finisher (19-21% protein),Euro per Tonne,437.0
AJM08,Feed Stuff Price,202202,2022 February,25,Milk replacer,Euro per Tonne,2644.0
AJM08,Feed Stuff Price,202202,2022 February,26,Wheat,Euro per Tonne,331.0
AJM08,Feed Stuff Price,202202,2022 February,27,Ewe feed coarse (16-20% protein),Euro per Tonne,368.0
AJM08,Feed Stuff Price,202202,2022 February,28,Ewe pellets/nuts (16-20%),Euro per Tonne,384.0
AJM08,Feed Stuff Price,202202,2022 February,29,Lamb feed (16-20% protein),Euro per Tonne,370.0
AJM08,Feed Stuff Price,202202,2022 February,30,Cattle fattening meal (13-15% protein),Euro per Tonne,353.0
AJM08,Feed Stuff Price,202203,2022 March,1,Rolled barley,Euro per Tonne,348.0
AJM08,Feed Stuff Price,202203,2022 March,4,Soya bean meal,Euro per Tonne,560.0
AJM08,Feed Stuff Price,202203,2022 March,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202203,2022 March,6,Maize meal,Euro per Tonne,377.0
AJM08,Feed Stuff Price,202203,2022 March,7,Flaked maize,Euro per Tonne,469.0
AJM08,Feed Stuff Price,202203,2022 March,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202203,2022 March,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202203,2022 March,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202203,2022 March,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202203,2022 March,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,409.0
AJM08,Feed Stuff Price,202203,2022 March,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202203,2022 March,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202203,2022 March,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,370.0
AJM08,Feed Stuff Price,202203,2022 March,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,383.0
AJM08,Feed Stuff Price,202203,2022 March,18,Dairy meal (16-18% protein),Euro per Tonne,375.0
AJM08,Feed Stuff Price,202203,2022 March,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202203,2022 March,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202203,2022 March,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202203,2022 March,22,Layers' mash (14-16% protein),Euro per Tonne,450.0
AJM08,Feed Stuff Price,202203,2022 March,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202203,2022 March,24,Broiler finisher (19-21% protein),Euro per Tonne,441.0
AJM08,Feed Stuff Price,202203,2022 March,25,Milk replacer,Euro per Tonne,2682.0
AJM08,Feed Stuff Price,202203,2022 March,26,Wheat,Euro per Tonne,382.0
AJM08,Feed Stuff Price,202203,2022 March,27,Ewe feed coarse (16-20% protein),Euro per Tonne,379.0
AJM08,Feed Stuff Price,202203,2022 March,28,Ewe pellets/nuts (16-20%),Euro per Tonne,388.0
AJM08,Feed Stuff Price,202203,2022 March,29,Lamb feed (16-20% protein),Euro per Tonne,380.0
AJM08,Feed Stuff Price,202203,2022 March,30,Cattle fattening meal (13-15% protein),Euro per Tonne,366.0
AJM08,Feed Stuff Price,202204,2022 April,1,Rolled barley,Euro per Tonne,390.0
AJM08,Feed Stuff Price,202204,2022 April,4,Soya bean meal,Euro per Tonne,591.0
AJM08,Feed Stuff Price,202204,2022 April,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202204,2022 April,6,Maize meal,Euro per Tonne,411.0
AJM08,Feed Stuff Price,202204,2022 April,7,Flaked maize,Euro per Tonne,490.0
AJM08,Feed Stuff Price,202204,2022 April,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202204,2022 April,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202204,2022 April,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202204,2022 April,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202204,2022 April,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,437.0
AJM08,Feed Stuff Price,202204,2022 April,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202204,2022 April,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202204,2022 April,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,392.0
AJM08,Feed Stuff Price,202204,2022 April,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,409.0
AJM08,Feed Stuff Price,202204,2022 April,18,Dairy meal (16-18% protein),Euro per Tonne,403.0
AJM08,Feed Stuff Price,202204,2022 April,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202204,2022 April,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202204,2022 April,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202204,2022 April,22,Layers' mash (14-16% protein),Euro per Tonne,491.0
AJM08,Feed Stuff Price,202204,2022 April,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202204,2022 April,24,Broiler finisher (19-21% protein),Euro per Tonne,443.0
AJM08,Feed Stuff Price,202204,2022 April,25,Milk replacer,Euro per Tonne,2796.0
AJM08,Feed Stuff Price,202204,2022 April,26,Wheat,Euro per Tonne,404.0
AJM08,Feed Stuff Price,202204,2022 April,27,Ewe feed coarse (16-20% protein),Euro per Tonne,402.0
AJM08,Feed Stuff Price,202204,2022 April,28,Ewe pellets/nuts (16-20%),Euro per Tonne,411.0
AJM08,Feed Stuff Price,202204,2022 April,29,Lamb feed (16-20% protein),Euro per Tonne,415.0
AJM08,Feed Stuff Price,202204,2022 April,30,Cattle fattening meal (13-15% protein),Euro per Tonne,390.0
AJM08,Feed Stuff Price,202205,2022 May,1,Rolled barley,Euro per Tonne,417.0
AJM08,Feed Stuff Price,202205,2022 May,4,Soya bean meal,Euro per Tonne,590.0
AJM08,Feed Stuff Price,202205,2022 May,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202205,2022 May,6,Maize meal,Euro per Tonne,423.0
AJM08,Feed Stuff Price,202205,2022 May,7,Flaked maize,Euro per Tonne,523.0
AJM08,Feed Stuff Price,202205,2022 May,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202205,2022 May,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202205,2022 May,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202205,2022 May,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202205,2022 May,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,454.0
AJM08,Feed Stuff Price,202205,2022 May,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202205,2022 May,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202205,2022 May,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,412.0
AJM08,Feed Stuff Price,202205,2022 May,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,425.0
AJM08,Feed Stuff Price,202205,2022 May,18,Dairy meal (16-18% protein),Euro per Tonne,424.0
AJM08,Feed Stuff Price,202205,2022 May,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202205,2022 May,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202205,2022 May,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202205,2022 May,22,Layers' mash (14-16% protein),Euro per Tonne,503.0
AJM08,Feed Stuff Price,202205,2022 May,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202205,2022 May,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202205,2022 May,25,Milk replacer,Euro per Tonne,2860.0
AJM08,Feed Stuff Price,202205,2022 May,26,Wheat,Euro per Tonne,421.0
AJM08,Feed Stuff Price,202205,2022 May,27,Ewe feed coarse (16-20% protein),Euro per Tonne,423.0
AJM08,Feed Stuff Price,202205,2022 May,28,Ewe pellets/nuts (16-20%),Euro per Tonne,433.0
AJM08,Feed Stuff Price,202205,2022 May,29,Lamb feed (16-20% protein),Euro per Tonne,437.0
AJM08,Feed Stuff Price,202205,2022 May,30,Cattle fattening meal (13-15% protein),Euro per Tonne,404.0
AJM08,Feed Stuff Price,202206,2022 June,1,Rolled barley,Euro per Tonne,418.0
AJM08,Feed Stuff Price,202206,2022 June,4,Soya bean meal,Euro per Tonne,585.0
AJM08,Feed Stuff Price,202206,2022 June,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202206,2022 June,6,Maize meal,Euro per Tonne,425.0
AJM08,Feed Stuff Price,202206,2022 June,7,Flaked maize,Euro per Tonne,523.0
AJM08,Feed Stuff Price,202206,2022 June,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202206,2022 June,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202206,2022 June,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202206,2022 June,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202206,2022 June,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,464.0
AJM08,Feed Stuff Price,202206,2022 June,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202206,2022 June,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202206,2022 June,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,418.0
AJM08,Feed Stuff Price,202206,2022 June,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,435.0
AJM08,Feed Stuff Price,202206,2022 June,18,Dairy meal (16-18% protein),Euro per Tonne,433.0
AJM08,Feed Stuff Price,202206,2022 June,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202206,2022 June,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202206,2022 June,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202206,2022 June,22,Layers' mash (14-16% protein),Euro per Tonne,507.0
AJM08,Feed Stuff Price,202206,2022 June,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202206,2022 June,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202206,2022 June,25,Milk replacer,Euro per Tonne,2860.0
AJM08,Feed Stuff Price,202206,2022 June,26,Wheat,Euro per Tonne,417.0
AJM08,Feed Stuff Price,202206,2022 June,27,Ewe feed coarse (16-20% protein),Euro per Tonne,427.0
AJM08,Feed Stuff Price,202206,2022 June,28,Ewe pellets/nuts (16-20%),Euro per Tonne,439.0
AJM08,Feed Stuff Price,202206,2022 June,29,Lamb feed (16-20% protein),Euro per Tonne,436.0
AJM08,Feed Stuff Price,202206,2022 June,30,Cattle fattening meal (13-15% protein),Euro per Tonne,414.0
AJM08,Feed Stuff Price,202207,2022 July,1,Rolled barley,Euro per Tonne,420.0
AJM08,Feed Stuff Price,202207,2022 July,4,Soya bean meal,Euro per Tonne,577.0
AJM08,Feed Stuff Price,202207,2022 July,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202207,2022 July,6,Maize meal,Euro per Tonne,422.0
AJM08,Feed Stuff Price,202207,2022 July,7,Flaked maize,Euro per Tonne,528.0
AJM08,Feed Stuff Price,202207,2022 July,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202207,2022 July,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202207,2022 July,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202207,2022 July,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202207,2022 July,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,478.0
AJM08,Feed Stuff Price,202207,2022 July,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202207,2022 July,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202207,2022 July,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,425.0
AJM08,Feed Stuff Price,202207,2022 July,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,442.0
AJM08,Feed Stuff Price,202207,2022 July,18,Dairy meal (16-18% protein),Euro per Tonne,437.0
AJM08,Feed Stuff Price,202207,2022 July,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202207,2022 July,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202207,2022 July,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202207,2022 July,22,Layers' mash (14-16% protein),Euro per Tonne,535.0
AJM08,Feed Stuff Price,202207,2022 July,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202207,2022 July,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202207,2022 July,25,Milk replacer,Euro per Tonne,2901.0
AJM08,Feed Stuff Price,202207,2022 July,26,Wheat,Euro per Tonne,409.0
AJM08,Feed Stuff Price,202207,2022 July,27,Ewe feed coarse (16-20% protein),Euro per Tonne,436.0
AJM08,Feed Stuff Price,202207,2022 July,28,Ewe pellets/nuts (16-20%),Euro per Tonne,448.0
AJM08,Feed Stuff Price,202207,2022 July,29,Lamb feed (16-20% protein),Euro per Tonne,441.0
AJM08,Feed Stuff Price,202207,2022 July,30,Cattle fattening meal (13-15% protein),Euro per Tonne,429.0
AJM08,Feed Stuff Price,202208,2022 August,1,Rolled barley,Euro per Tonne,412.0
AJM08,Feed Stuff Price,202208,2022 August,4,Soya bean meal,Euro per Tonne,585.0
AJM08,Feed Stuff Price,202208,2022 August,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202208,2022 August,6,Maize meal,Euro per Tonne,413.0
AJM08,Feed Stuff Price,202208,2022 August,7,Flaked maize,Euro per Tonne,528.0
AJM08,Feed Stuff Price,202208,2022 August,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202208,2022 August,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202208,2022 August,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202208,2022 August,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202208,2022 August,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,478.0
AJM08,Feed Stuff Price,202208,2022 August,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202208,2022 August,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202208,2022 August,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,433.0
AJM08,Feed Stuff Price,202208,2022 August,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,445.0
AJM08,Feed Stuff Price,202208,2022 August,18,Dairy meal (16-18% protein),Euro per Tonne,436.0
AJM08,Feed Stuff Price,202208,2022 August,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202208,2022 August,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202208,2022 August,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202208,2022 August,22,Layers' mash (14-16% protein),Euro per Tonne,540.0
AJM08,Feed Stuff Price,202208,2022 August,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202208,2022 August,24,Broiler finisher (19-21% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202208,2022 August,25,Milk replacer,Euro per Tonne,2923.0
AJM08,Feed Stuff Price,202208,2022 August,26,Wheat,Euro per Tonne,409.0
AJM08,Feed Stuff Price,202208,2022 August,27,Ewe feed coarse (16-20% protein),Euro per Tonne,439.0
AJM08,Feed Stuff Price,202208,2022 August,28,Ewe pellets/nuts (16-20%),Euro per Tonne,451.0
AJM08,Feed Stuff Price,202208,2022 August,29,Lamb feed (16-20% protein),Euro per Tonne,441.0
AJM08,Feed Stuff Price,202208,2022 August,30,Cattle fattening meal (13-15% protein),Euro per Tonne,425.0
AJM08,Feed Stuff Price,202209,2022 September,1,Rolled barley,Euro per Tonne,410.0
AJM08,Feed Stuff Price,202209,2022 September,4,Soya bean meal,Euro per Tonne,585.0
AJM08,Feed Stuff Price,202209,2022 September,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202209,2022 September,6,Maize meal,Euro per Tonne,408.0
AJM08,Feed Stuff Price,202209,2022 September,7,Flaked maize,Euro per Tonne,521.0
